filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
hiphop.00086.0.mp3,330750.0,0.505919337272644,0.08597801625728607,0.0723780021071434,0.001700660795904696,1870.4007531894522,431901.38002729986,1960.7529144494495,116131.46362397126,3931.8095582188466,1541718.8014849552,0.07550294480456657,0.003392577753494908,-4.226035161991604e-05,0.003701550653204322,-21.538415839660114,240.20528031695946,99.38401442307692,2648.1575,803.89856,458.0433,561.80444,380.6234,217.24763,163.70406,111.50713,119.70695,116.49039,104.30843,72.59027,66.446075,95.60288,68.392654,69.8665,67.71046,59.491196,61.285133,55.88683,-223.4749,104.700195,-28.003357,47.647366,-5.0058913,39.426735,-7.7419925,24.560242,-3.1176007,8.637962,2.079436,13.78738,4.271857,4.464775,6.41189,0.42440733,4.7516704,-11.202973,8.505744,-0.15143903,hiphop
hiphop.00086.1.mp3,330750.0,0.45668843388557434,0.09082482755184174,0.0783543810248375,0.0015269280411303043,2034.3132212680184,358047.0604569359,2087.355758875942,85249.98768910537,4382.240167859907,1496633.2100727435,0.09002968991873066,0.0026597165921086584,-1.7245438357349485e-05,0.004377671051770449,-19.47651348752389,269.86222674842395,99.38401442307692,2862.042,537.24475,284.76965,279.33456,300.2297,156.9172,153.04784,106.98955,85.94267,94.16772,117.667015,110.57469,73.38262,55.31316,57.357647,67.55091,61.44372,58.889923,50.75809,75.40889,-194.29614,101.306046,-31.799345,48.494526,-9.885006,37.02884,-11.862533,33.859062,-2.7757435,18.722467,-2.2181957,7.7423,-1.0023378,2.4707136,8.632624,1.4867485,10.001694,-7.4319406,8.409054,-6.1482363,hiphop
hiphop.00023.0.mp3,330750.0,0.3967306911945343,0.08006571978330612,0.19112154841423035,0.003162129083648324,2143.62177929719,186658.3890130645,2039.0477012998545,59187.71477885674,4517.572682856037,755315.6187252926,0.1131421729876161,0.001183576108254615,-2.519223198760301e-05,0.015964357182383537,-9.039731097473824,375.42927403647207,95.703125,908.9472,233.45255,179.42984,91.796234,183.4413,117.20396,125.68322,92.00854,64.65087,48.112217,52.82884,52.463882,42.97314,51.162262,36.516575,37.00223,44.050247,39.535114,42.529964,51.054108,-52.36072,115.17977,-42.45976,67.40635,-21.449472,36.812077,-21.613325,23.98595,-17.195496,12.047682,-6.7680893,3.5139172,-8.59824,-3.7789822,-1.4142003,-6.799448,8.8581295,-2.5874438,14.24647,-6.96198,hiphop
hiphop.00023.1.mp3,330750.0,0.37682321667671204,0.0839761272072792,0.1739560067653656,0.0023662170860916376,2102.729637053132,245939.39473530778,2021.0067533401714,60251.63984514651,4425.573239164087,816837.4913610157,0.10912330084171827,0.001592655058320919,-2.631630650284933e-06,0.015398277901113033,-10.330832425582026,378.43023691752074,95.703125,1258.0199,257.52383,158.19078,91.55211,147.755,103.57488,138.87398,95.021736,69.91106,63.28248,60.623264,40.36437,36.997932,47.248055,42.519573,44.96721,43.183895,33.462708,40.80203,50.95659,-64.07281,117.34266,-41.644012,66.10925,-25.968756,35.138718,-17.990982,24.727297,-20.187757,9.643247,-8.347282,3.2464066,-8.253123,-3.2203765,0.7039176,-5.110267,9.348767,-4.1427083,9.393025,-10.644929,hiphop
hiphop.00035.0.mp3,330750.0,0.5317540764808655,0.08348449319601059,0.1825939416885376,0.007349028252065182,2224.910579603274,728011.2391193551,2239.3298810472606,141870.10940832167,4838.537408692918,2477829.9648229014,0.09624582768962849,0.007284151871223643,-0.0003136031446047127,0.026574566960334778,-13.27870518677813,285.1981864447918,112.34714673913044,2849.3457,869.60034,725.5991,290.70038,406.46313,192.3467,165.56184,119.749916,120.10726,122.85026,79.538574,85.85684,78.36431,71.31719,75.76077,54.456078,58.993076,74.06551,48.798897,47.28963,-129.15425,97.58347,-19.167542,56.589348,-11.399108,34.52038,-17.722893,35.026062,-12.013235,21.501472,-6.4967504,9.592695,5.303078,-1.3286308,7.79489,-3.0383487,5.228993,-3.4952214,12.109612,-4.627188,hiphop
hiphop.00035.1.mp3,330750.0,0.5262278914451599,0.08719227463006973,0.1808471977710724,0.00795541238039732,2230.9960234926116,712661.4186477084,2235.966128913952,103982.46667807431,4857.070629958398,1990280.7722383712,0.10305228690982972,0.008807779950712299,-0.00030166484066285193,0.027307799085974693,-12.988289277214445,279.4522362366909,112.34714673913044,2577.4558,785.5663,672.9177,243.36926,356.54648,209.76244,212.5574,117.16373,103.271454,120.14285,101.37948,84.23344,88.289925,69.89408,63.496788,64.02714,72.957344,61.24495,61.729343,55.128696,-125.89742,97.907486,-21.091253,54.242996,-14.52091,33.074364,-14.958563,34.10354,-11.345948,22.119648,-8.276048,7.8436546,4.6693563,-0.43416977,7.8589344,-2.573656,6.69919,-3.9169226,11.828689,-6.0290403,hiphop
hiphop.00014.0.mp3,330750.0,0.49476125836372375,0.0703517496585846,0.18451978266239166,0.0024668488185852766,2299.4412175561056,189757.06604397795,2044.305906581772,78264.650457624,4616.13875350716,750305.9948660516,0.12990699980650156,0.0013918752695608733,-3.76310072169872e-06,0.014426382258534431,-9.409764868199453,416.7094878804838,135.99917763157896,1146.4526,297.0733,280.41757,114.21788,171.81688,167.08995,148.53294,70.12321,81.31604,64.78887,52.52172,46.39722,45.622925,43.176125,45.80756,43.270092,50.931328,55.974785,42.191788,45.89772,-57.56771,110.524574,-42.66398,86.0143,-22.416988,35.15416,-19.223267,30.143427,-16.697384,10.494887,-10.792584,1.4219986,-7.212236,-5.56894,3.4824007,-6.2169666,8.013548,-4.483913,8.085599,-10.3834715,hiphop
hiphop.00014.1.mp3,330750.0,0.4928411543369293,0.07377774268388748,0.17152293026447296,0.0042687091045081615,2378.051994834212,243718.5995195813,1937.277694746916,55466.35386918378,4509.822729718943,589808.5128289968,0.14779955979102166,0.002843195186197757,9.537606820231304e-05,0.013195587322115898,-10.21366390246017,425.16462902843165,135.99917763157896,4533.438,767.0384,532.5402,343.36035,313.17487,187.44499,239.73643,105.3326,117.15792,99.439026,62.653038,54.03552,43.30022,50.87869,42.884247,54.999832,79.673256,114.08371,78.47607,66.077896,-71.72555,100.969955,-54.697525,79.71981,-25.185207,28.578917,-21.131811,25.101166,-16.255312,10.051361,-9.519397,0.008064104,-8.04531,-8.005945,1.1970713,-6.0620737,7.8773212,-1.2942538,11.610252,-9.076527,hiphop
hiphop.00036.0.mp3,330750.0,0.5585554242134094,0.07687444984912872,0.06307917088270187,0.003925240132957697,2189.055147905292,472778.27669879433,1978.7053733942316,131823.32452374493,4459.556367006096,1414003.0463268,0.1109819441756966,0.005534516505754289,-8.050781616475433e-06,0.004772473592311144,-24.61937996664559,265.437544369825,117.45383522727273,27203.914,1602.3834,926.4243,811.7204,239.76712,342.37527,133.61754,251.54639,92.12449,172.9236,62.41311,116.81788,80.155785,67.47075,46.72112,46.637554,37.928177,39.04608,51.87715,33.815414,-303.60214,67.94314,-28.503641,45.120792,-0.95535004,24.298527,-2.3969839,12.472212,-1.3833958,12.426134,0.50303173,6.218189,6.001996,5.9277463,4.3858833,-3.340932,1.2811089,-1.0874149,4.9169927,-4.372889,hiphop
hiphop.00036.1.mp3,330750.0,0.4804140329360962,0.07713358849287033,0.10778123885393143,0.0026872409507632256,2735.057137003245,1105165.5191804452,2062.207718729614,93204.28989807797,5055.6194293609715,1517393.4381701327,0.144513865373452,0.015042982670218046,1.2901462014269782e-06,0.008703994564712048,-16.256551887998658,342.0511010986602,117.45383522727273,11582.334,1745.369,1158.412,535.3086,310.86447,197.62843,210.728,128.14902,157.13712,124.80839,141.77551,108.694115,108.55043,106.776436,84.34629,82.55466,80.8509,94.21228,92.856186,171.76535,-177.84395,62.50191,-46.512844,65.880104,-14.488025,37.474113,-15.681571,27.503494,-8.341784,23.497458,-1.0247892,12.649189,5.569133,2.918338,5.716506,-7.0480685,4.0297747,-2.5367203,15.224413,1.4149792,hiphop
