filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
hiphop.00004.0.wav,330750.0,0.46263375878334045,0.09274128079414368,0.19687063992023468,0.015430419705808163,2288.3756837517712,1081979.1725907142,2400.8843161347145,391909.3870723717,5033.419563600522,4835279.784661405,0.0885149598490712,0.004976310170915193,-1.7577680409885943e-05,0.0314042754471302,-11.513950798669315,232.75129337659624,95.703125,14459.833,1038.0712,1435.3146,405.875,378.0257,252.97313,250.55553,141.46126,176.05038,209.25694,109.49924,72.85809,84.507065,100.699425,72.91402,63.329685,50.935043,44.463074,51.251915,57.2117,-151.0089,74.67176,4.4765573,36.689373,7.53333,31.05772,-4.2767634,20.962358,-3.4041123,16.633705,-2.3873596,10.914277,-1.5333924,6.9267216,1.5579664,2.798618,-1.0553154,2.471229,-3.6340256,-0.14683251,hiphop
hiphop.00004.1.wav,330750.0,0.43682894110679626,0.09409140795469284,0.20383082330226898,0.01538974791765213,2456.5346073221594,1048543.3878265608,2317.831189017081,339271.26329707756,5085.285916638448,3852333.61773489,0.11122910821400929,0.0070212951883754935,2.9597611046483507e-06,0.03233431279659271,-10.117303654903166,240.63492065449122,95.703125,10052.799,1072.9315,1446.2233,501.6106,433.7785,359.03397,306.00507,166.05731,195.81534,169.96318,113.529205,104.26999,135.7853,117.84082,85.34142,77.22932,69.66536,84.09246,66.63149,102.46713,-129.1594,68.8389,-12.035072,41.33529,0.8226683,31.95746,-3.663171,18.560308,-4.1782756,15.353733,-3.966999,12.760164,-1.0351024,4.570617,0.9318809,0.5097016,-0.6704155,0.7441658,-4.5319233,2.4338882,hiphop
hiphop.00080.0.wav,330750.0,0.39500823616981506,0.09929024428129196,0.14473998546600342,0.0006049893563613296,3345.3762820639413,867855.88883596,2941.131835897628,142258.81211161075,6708.776099615422,2312135.093419619,0.1554775178986068,0.006932259031014836,-5.001551926397951e-06,0.009715806692838669,-1.996402819969042,107.62089754961387,95.703125,1547.622,650.15216,526.2784,275.1709,187.70284,126.7823,114.975815,108.61895,127.98348,63.297466,68.02888,63.80511,56.568172,55.3181,48.344482,58.037365,64.25957,45.678783,35.913963,47.219566,-59.388462,50.932274,4.2608323,28.94241,4.9962587,-0.51398647,2.3729022,2.5003393,-0.5688972,-0.08517924,-0.412959,-5.278686,1.4083986,-0.40551046,3.6641388,3.616508,0.09080735,5.0120945,-0.42521343,-4.992646,hiphop
hiphop.00080.1.wav,330750.0,0.4136005938053131,0.09614350646734238,0.13780014216899872,0.0006664744578301907,3408.203892710491,770655.6028883785,3051.617650228776,124392.48862828471,7073.423894640093,2125190.068455101,0.15429611914667182,0.007608484926036272,6.115941687312443e-06,0.008923929184675217,-2.621513106086868,106.38412900318829,95.703125,2018.4131,671.5096,441.0119,232.64088,186.97653,133.51712,122.13459,85.82864,99.77308,86.66329,73.35528,70.85043,94.421074,67.89557,75.33746,58.25693,82.80278,60.517673,44.379333,54.580303,-68.60344,50.762104,8.958341,26.71645,8.271182,1.1177752,3.2677681,3.9063215,0.87718076,1.2914368,0.6013994,-4.8606114,3.9063966,-2.8869052,2.5345516,6.6969647,-1.7570695,4.683317,0.9321493,-4.688003,hiphop
hiphop.00093.0.wav,330750.0,0.4813763499259949,0.07773402333259583,0.06760980188846588,0.0018473885720595717,3206.066750575366,419261.06124842423,2591.7218227196513,29166.014869610095,6293.745275916699,300407.00722664566,0.15964756071013933,0.005839802484954115,-0.00011092485510744154,0.002140477066859603,-13.626532627610429,204.64303579860797,117.45383522727273,3491.9014,435.91486,439.17484,220.0592,204.40327,118.75232,114.95646,92.78756,100.63836,93.35561,96.57266,75.67354,62.0083,48.59783,54.04946,57.626144,60.86096,84.70987,94.53983,129.95386,-186.22389,42.764378,2.9210901,64.41206,-4.5516205,42.267696,-13.939722,24.00157,-4.63424,16.133614,-5.7321234,16.616106,-10.450368,5.1015825,-2.5738387,0.11766591,-6.847873,5.7400765,-5.038537,3.4982185,hiphop
hiphop.00093.1.wav,330750.0,0.4712027311325073,0.08156084269285202,0.06665754318237305,0.00202673370949924,3164.4942673382834,432851.54941511434,2615.873032494563,28190.366893561528,6261.362138399768,309804.86218232673,0.1446899791989164,0.005168585487100779,-0.00010990139708155766,0.0021575368009507656,-14.326065820292618,194.92950754955154,117.45383522727273,3069.1355,373.58307,447.47256,221.8154,216.72305,153.16852,114.21447,72.65956,94.4075,81.24683,97.68464,72.72844,54.953815,46.796154,58.29364,58.533825,57.062428,66.64545,63.174397,114.01004,-196.85638,39.981613,7.04646,66.37602,-4.09633,42.934563,-10.53511,23.59487,-3.8672876,15.914261,-4.458714,16.182848,-8.28944,8.205962,-2.8597374,-0.97255594,-7.9312687,3.4463086,-8.902758,1.4039172,hiphop
hiphop.00029.0.wav,330750.0,0.46313148736953735,0.09430654346942902,0.16291190683841705,0.0036302509251981974,3108.1492284177702,936145.3039438513,2814.4447921001433,118014.90359799178,6288.995304639126,2299527.3689500056,0.11935755490518576,0.006790668784947606,-0.00029654725221917033,0.018129859119653702,-4.327046406642013,143.00753904137056,123.046875,2870.6309,1038.8492,659.5948,234.55588,146.72314,148.35316,118.46689,116.481316,71.894135,76.6037,47.083046,49.33854,45.92885,41.291122,42.634174,46.48582,44.34341,45.155685,43.933666,49.39401,-76.594536,56.861244,1.8373001,24.774778,6.646691,12.298746,5.8380885,10.527099,2.6775806,8.716572,-1.1060903,6.8421493,0.8188502,6.0425935,-2.6201158,5.893458,-0.69085145,3.051561,-0.112321176,4.9467964,hiphop
hiphop.00029.1.wav,330750.0,0.4230358600616455,0.09143637865781784,0.16974136233329773,0.0025282406713813543,3153.805829271026,932556.3478313395,2895.095585378551,91776.70034220512,6501.8106844403055,2233327.5553881912,0.11156168367840558,0.005296471390781176,-0.00018996442668139935,0.01886504702270031,-3.2880082398230646,132.47632007111986,123.046875,2448.3994,1099.303,433.16916,249.5275,98.94774,116.98657,107.106,114.280655,73.64376,81.138535,52.36252,57.681755,65.0621,41.60867,40.36281,52.83824,57.856636,58.612457,50.556183,50.66391,-68.5141,57.238716,10.075521,27.029137,6.6769137,10.694717,4.388719,9.680273,-0.7794737,8.650843,-2.2650845,5.150135,-0.54256344,3.8971708,-1.3889396,6.2988915,0.87304384,5.264591,0.62004626,6.8345814,hiphop
hiphop.00095.0.wav,330750.0,0.5660337209701538,0.06594470888376236,0.11357598751783371,0.0018214118899777532,2761.636171194377,242221.3189739011,2280.0008693796663,50848.09758444628,5417.200576262578,609303.3723405651,0.1635402053502322,0.0026208682197996994,-2.001105349336285e-05,0.004076520446687937,-7.4711472145896645,267.9149261403228,112.34714673913044,1341.2848,323.51114,329.02975,171.9876,91.55024,85.782845,87.13229,69.589264,52.66405,59.470516,54.72222,34.189445,40.58638,34.11973,41.777702,49.323795,43.703735,34.655136,36.28098,38.50116,-80.43446,76.48554,-35.3783,54.903778,-14.3599415,34.111263,-11.7867365,27.867453,-12.936265,19.993267,-6.236841,14.058726,-7.067522,7.786417,-4.661514,6.590744,-4.386668,3.1340148,-5.626924,-3.429104,hiphop
hiphop.00095.1.wav,330750.0,0.5523555874824524,0.07014640420675278,0.09334161132574081,0.00156073784455657,2709.886851917907,316654.9311444553,2310.951562998192,50496.10080798197,5422.450544516738,715402.1661513485,0.15140346845975233,0.0031032873873505914,-2.836843668774236e-05,0.0033632901031523943,-9.7166189675918,257.5314007610309,112.34714673913044,1196.224,403.21832,250.1631,101.36962,78.92247,78.701324,71.58869,66.36756,65.078514,40.116142,38.007923,23.262335,25.042784,27.87289,19.673279,26.908033,39.514614,36.694454,32.30403,28.423964,-105.07307,78.72367,-30.52523,54.65498,-12.418488,33.56312,-12.748367,28.511873,-11.341061,17.986357,-7.428785,12.317354,-7.2714615,6.6406097,-4.6761646,6.652445,-1.7940768,4.493358,-5.3974004,-4.807855,hiphop
hiphop.00018.0.wav,330750.0,0.4643908739089966,0.09476307034492493,0.17492567002773285,0.006009653210639954,2637.3094895893737,870463.3675260528,2353.339883053855,93993.51678035555,5385.967431791796,1558895.1348695622,0.14114880635642416,0.009162698212974713,-1.435883496014867e-05,0.008132785558700562,-7.979543783427266,255.04567139603478,143.5546875,3201.06,1360.226,711.3483,658.2467,429.02554,319.8464,245.19708,126.29806,126.98692,105.4741,87.28473,88.85448,91.36423,68.60959,67.588196,70.905075,67.037704,86.6503,101.596794,124.07266,-96.92869,71.492966,-14.256102,55.66273,-11.182343,26.578838,-14.28837,21.979383,-14.183255,15.384267,-10.636265,12.66694,-12.339074,7.5889835,-14.322169,0.099327914,-13.25655,5.4176764,-2.149998,6.7413244,hiphop
hiphop.00018.1.wav,330750.0,0.45750513672828674,0.09894713759422302,0.15617528557777405,0.008111551403999329,2717.559619197361,1132280.579376917,2321.47099293725,111206.11544090195,5346.784335393286,1995572.492963777,0.14997188225619196,0.011986838368008682,-1.3821008906234056e-05,0.008481503464281559,-10.48555224337373,257.92179584927646,143.5546875,6041.94,1889.2983,740.4947,507.02664,304.67892,260.67645,193.18886,135.37807,142.21674,118.87618,137.04097,105.079636,114.14827,90.483505,90.77664,69.559975,93.25349,80.59679,88.97477,149.84239,-130.26158,65.51567,-17.308506,57.175854,-5.1543026,27.519184,-10.487442,19.398872,-11.208502,15.537022,-11.389064,15.464916,-12.716533,7.2524233,-12.349269,-0.539069,-10.873958,2.2508569,-3.2157815,4.5662317,hiphop
hiphop.00005.0.wav,330750.0,0.5016238689422607,0.07986778765916824,0.25409361720085144,0.004691078327596188,2704.4335533568733,293731.07740587153,2500.646466779078,55596.95172806106,5766.631796633127,618929.5203686572,0.12376115639512383,0.0027058923976558407,-0.0003070361854042858,0.03178130462765694,-1.661206280431098,244.0840107799137,143.5546875,1284.4961,415.55457,306.09003,210.54382,163.83177,92.199036,115.577354,88.695984,51.98896,77.26692,81.74357,63.88747,40.87245,42.640995,36.76671,44.411247,46.20949,47.987053,44.23723,44.970753,-17.755182,82.74661,-8.240378,53.051712,-14.377881,32.427063,-20.836872,24.994747,-15.141447,14.075996,-10.990163,14.844649,-7.6661296,7.5950947,-6.014489,12.574774,-3.9755664,6.0981183,-2.7262535,-0.22738776,hiphop
