filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
hiphop.00098.0.flac,661500.0,0.5335046052932739,0.07593957334756851,0.11897746473550797,0.0021585237700492144,2538.243492690958,305757.3552662204,2341.4445993217428,48982.14023252378,5353.284296088913,629820.6605982335,0.10066983721942724,0.003610052533653344,-7.94864899944514e-05,0.008847958408296108,-11.218772322265243,246.93864862017264,107.666015625,1925.8744,409.4569,399.72415,279.42334,178.56131,139.00563,125.416725,75.063675,90.83412,56.25814,64.753586,61.5212,69.18506,49.186314,45.112743,48.62896,57.760345,45.41114,60.645935,64.29228,-129.95169,72.02137,-23.253374,63.230637,-6.873468,34.400772,-12.189914,30.506071,-7.582158,20.604498,-6.1974487,14.683234,-2.939595,9.047846,-4.740089,5.3837643,-2.4144325,1.6269447,-5.98083,-0.8234169,hiphop
hiphop.00027.0.flac,661500.0,0.4277326464653015,0.09637941420078278,0.13497087359428406,0.0017986499005928636,2637.423221756739,1084252.3407728071,2630.998667206225,216184.7164332142,5629.507625804228,3270599.2624672796,0.1028002098248839,0.007420811386053505,0.0006220281939022243,0.010082981549203396,-8.379325785981504,169.0347104596772,92.28515625,4275.9683,1344.644,667.2877,308.30542,305.8757,145.85458,207.57343,118.517296,93.36086,101.44577,116.92235,97.12117,100.13166,69.22222,79.66126,81.703316,64.90977,64.684044,54.207,69.8278,-109.07124,76.91491,2.592334,19.059637,0.5502822,8.174562,-8.068408,5.9523516,-4.3305674,3.6560757,-1.5556679,2.6334875,2.2520404,2.8522258,-5.210044,5.3580384,-6.185615,2.2385306,-2.4708722,-5.9738307,hiphop
hiphop.00067.0.flac,661500.0,0.4983868896961212,0.08548808097839355,0.2179241180419922,0.01935226283967495,3053.2752031085,1146890.6209651483,3025.057123387906,193520.09690362978,6667.5096824811335,3485109.9794060746,0.1268197168875774,0.009736239089575634,-1.1546091194247765e-08,0.03584408387541771,-3.6122807215038253,125.11445288737185,95.703125,3478.2996,794.00977,672.1017,293.4947,271.7615,175.23712,193.17943,160.11989,140.4883,106.77234,104.72331,111.84059,90.08546,85.681625,73.2631,54.007244,61.615566,39.353203,42.695827,55.738075,-74.77094,58.740543,9.939784,21.570108,15.071628,4.9377294,2.282748,5.4688973,3.1200333,0.6039442,2.4664063,4.21144,3.4745803,3.5953388,2.7740335,1.8845736,-1.7012312,-1.1449336,-1.3548874,-4.013696,hiphop
hiphop.00044.0.flac,661500.0,0.3555413484573364,0.08954890072345734,0.03803963214159012,0.0010156829375773668,2548.763610103982,1127216.004830167,2344.839596922312,258899.81757413805,4537.730894295424,3833246.517944751,0.14338613220781735,0.008566497656628752,0.00014316030137706548,0.0016524457605555654,-22.811644989776493,187.71577704983366,117.45383522727273,7846.1626,2020.7546,1601.8547,360.2677,253.52002,345.86765,210.76578,145.13979,125.76722,175.78432,114.90775,146.32501,102.60265,79.56736,84.85216,92.664474,94.4868,92.59665,76.80024,112.38688,-267.52255,77.79211,-18.189766,18.888138,1.9943968,-7.588774,4.7138777,-7.698333,-10.356959,10.975267,-2.8659422,-5.7574377,2.347153,-7.099608,0.40505192,-1.8043371,-8.364888,-3.0725448,-4.399869,-1.651445,hiphop
hiphop.00075.0.flac,661500.0,0.45118245482444763,0.09677442163228989,0.19167505204677582,0.015008893795311451,3139.605595907772,1781240.759709866,2849.9772071086522,136957.3081817899,6335.611689422891,3353357.0939053507,0.146737207938274,0.016876559617452443,1.0554399523243774e-06,0.01607483997941017,-4.8131374384466685,142.02957051828227,92.28515625,4385.7393,1858.6611,837.40295,593.14453,359.65616,279.21783,235.378,168.46884,193.31126,193.8503,112.645004,104.935844,98.67354,82.65334,62.98287,55.20916,53.741028,47.407867,46.217983,45.144436,-94.57142,51.723648,17.519943,28.904242,2.063757,3.7271113,-1.85162,4.36836,8.781322,2.1316025,-1.3799784,4.6916013,4.077907,0.014573017,0.21375872,-0.4370366,-4.119476,-1.1030107,-0.12764865,-2.7631571,hiphop
hiphop.00016.0.flac,661500.0,0.4673202335834503,0.09099642932415009,0.20763418078422546,0.011206269264221191,2433.764467895008,602065.3815742118,2247.58525245438,109954.44530382201,4920.920243868518,1491319.817942759,0.11047967963912539,0.005560134965173524,-1.0924556590907741e-05,0.027678808197379112,-7.183532241627906,226.37287605802243,99.38401442307692,4402.6177,675.16864,576.90656,331.1636,217.1309,209.04211,213.72437,132.15294,121.074814,96.52567,99.66294,90.86924,89.91181,70.256584,94.990616,96.97277,124.51988,138.65237,128.5153,131.99646,-88.064995,77.3721,-19.0961,51.575947,-11.776864,22.210978,-4.727707,20.109219,-8.32937,14.603727,-3.8112483,8.5798645,-11.464595,2.160578,-12.678757,0.39530525,0.9852862,10.532833,7.6297636,4.3883557,hiphop
hiphop.00072.0.flac,661500.0,0.4380706250667572,0.09474398195743561,0.25294384360313416,0.013627256266772747,1818.8189648008918,736816.0864618244,2521.696700974703,309689.40427272645,3999.725814205205,4784615.690714281,0.05136250120936533,0.0018407208190596715,2.665692591108382e-07,0.042259711772203445,-9.774809590478318,153.03113901836292,99.38401442307692,4448.9985,1219.5968,554.3009,281.39755,252.97466,212.30437,107.744385,140.96286,95.2232,84.07598,71.524994,67.8588,75.411964,54.161106,62.29088,49.63607,51.81783,42.35574,39.91801,58.274784,-118.020584,102.3068,20.77259,37.010674,24.395523,7.802754,15.927474,-1.5940949,6.763179,-0.7802006,8.579758,1.473606,-4.2227297,3.0189223,1.0109893,-0.9802994,-5.466814,-1.3039747,-4.241458,-5.00742,hiphop
hiphop.00073.0.flac,661500.0,0.4225150942802429,0.09146518260240555,0.30033332109451294,0.01396500039845705,2566.5587159430993,1442967.282144443,2942.3925463213805,242582.45040893462,5931.505799662587,4633850.013413642,0.08562004160216719,0.009287077552019081,2.0893592136417283e-06,0.05188407003879547,-3.7104020538889118,135.54542593676604,92.28515625,6133.774,1213.7933,670.66125,320.45084,213.64864,123.95854,192.15175,102.22704,116.572075,102.551956,78.22243,50.07351,45.355263,50.617847,44.78735,34.85109,32.387054,34.70571,33.93889,30.944532,-78.25045,70.18874,45.90895,42.075985,15.097313,10.689846,-0.6920258,-0.6105205,0.37156427,-0.35092282,1.102735,-0.6717469,-0.81453276,-0.8111803,-4.241297,-6.08405,-2.9617288,-3.7095819,-4.6067276,-4.981908,hiphop
hiphop.00071.0.flac,661500.0,0.40388017892837524,0.09955482929944992,0.2470289021730423,0.00821404717862606,3186.9100196388795,1333053.8554135612,3286.5737701900225,114471.75252136552,7476.671456257256,2236649.884653173,0.10757606907894737,0.009960240468501812,6.280006914494152e-07,0.039286058396101,-3.2644394869564373,117.79263411759068,95.703125,3195.3477,1035.4044,297.22696,241.17236,225.14021,108.7451,115.848976,121.04607,112.12295,98.12737,90.495804,70.49812,72.95849,68.990654,68.693245,50.6511,54.42117,33.700527,32.054993,34.425396,-78.69876,51.460278,42.21705,30.076286,20.110865,6.9933424,8.018718,6.883307,-4.6201587,3.6496065,3.6401923,4.3249474,2.607875,0.76624185,-9.1659775,-2.1590145,-2.6716974,-5.5222917,-1.3241625,-2.4780135,hiphop
hiphop.00054.0.flac,661500.0,0.4469766914844513,0.09174302220344543,0.12415162473917007,0.001857914263382554,3258.793766787988,837755.9787753433,3321.2330226289887,113712.54975822182,7619.562258882788,1729199.5554566048,0.12631934198432662,0.005985419867350185,1.1455898857093416e-05,0.0061648329719901085,-5.853461039247875,98.99149181344765,112.34714673913044,3076.9014,657.4766,614.1457,250.28976,202.44194,90.41006,117.19947,113.23624,88.41422,65.057434,66.75757,55.17274,68.70693,42.647827,44.765034,37.918682,35.95453,27.879227,28.286871,33.325943,-104.715996,64.0346,28.791668,10.54608,15.168903,13.066784,8.023293,5.2342043,6.73682,5.12485,4.4460244,4.4643173,3.354734,2.422061,0.18586996,-1.5202584,-2.5679927,-1.1960529,-2.1893506,-1.8801897,hiphop
